x,y
-3.4076122944011082,9.506205299704828
-7.795819106632512,-7.711931801506392
-7.652286636422094,-6.0499177814133365
3.639547511622527,1.2954247134158805
6.653266083754724,2.1097050150234695
4.416412853856249,1.6238528878225345
-6.485829892935018,-8.807782172621557
2.738034476035016,6.55581345650336
-6.490648461799086,-6.6286359843354346
0.11098334320167158,4.254430802450319
1.8937539416122189,3.509776433764493
-0.35601516554119383,8.246938565310272
-3.2683302846064484,9.16467991467453
-9.577356414659244,7.975853253675383
-9.936948181813822,8.744027202769766
2.7551293166859208,2.8872194368441138
-8.621644637671723,7.020172848021569
2.681831704453314,5.927963356248543
4.612363931177465,3.745421280610476
-8.778241762020846,7.711834920922152
-1.3663748085377296,9.766219160885095
3.217831622950885,2.642481775107594
-2.5450236621627016,10.578929784012328
-3.2111893108595053,8.351385210647374
3.6956641810166992,3.5719991559821906
-8.394097500332037,-6.558516381936708
-6.864008857201667,-5.9778324194892996
0.7800537013149464,3.03586444188894
-6.464761690789359,-6.41682106315784
-3.0628469283999324,7.816408235609473
-1.5551958595595479,9.66567737950412
-8.648999449343636,7.620767188878827
4.709930999341283,3.1350479865489227
-8.251300888381737,-7.589550595703493
-7.334174909894714,-7.098762870710982
4.683690308207211,1.8261676823122435
-8.149688279863302,-6.593153738974238
1.4519861670777097,2.9823433415580607
0.6407085164005946,2.3632368165118014
1.891374429738049,5.289691339189746
-6.511977898159849,-8.98013610092757
-8.246885604884156,8.003743275975394
5.246601895364284,1.789973065220344
-7.239256863603733,-6.579002254084204
-7.98448998421379,-6.65956816626208
5.699815220274723,2.5901756335174295
-1.3604319226806467,7.274572349420222
4.849538251502727,1.4815334983086847
5.319252119184605,0.8243756487820759
3.8216799528057943,1.96979522652978
1.83205939045096,2.6640048873151603
-9.68348171506217,7.87691189857313
-6.784282991709962,-7.143557809358196
-8.792763875494112,7.946930053778619
-6.405995114339816,-7.806490723257485
-3.4761737661819634,8.966574772056342
1.6124989910706427,4.94481026644494
1.055598344161516,3.365387418200275
-8.583498777977988,-7.804575581405501
-8.917395098500567,6.744398805862957
-7.512895647540931,5.9167079060011645
-9.221144946248979,7.199793969223867
-8.953551989188208,6.938580027088622
-7.381411383962802,-8.252575141160047
-7.99522242431277,8.486361493033689
-4.379989544078606,8.662772644157013
-6.882031032070124,-7.469381245065253
-7.43139301074426,6.839404420913885
3.596034451419282,4.618139566651308
5.5302619997478875,2.5483747000472983
-1.5129308036056102,8.520529545037009
3.084957525651702,3.785817890155373
-7.612660186675259,-5.062047670718122
4.454591177350393,1.8433489842073059
-2.554783639408248,9.257625577521013
-8.906451181803963,7.687493546351441
-2.9556312376032783,9.208376121096629
0.440077068117698,4.211679255086589
-1.0580540152577085,9.973556954283529
-1.6837812740647204,9.82779576419896
-7.631719601772096,5.796355058909056
-7.296994004756354,-7.175199507513853
-5.289788212970587,-6.306038372381945
-5.778805792728665,-5.818738628402813
-8.482074967929927,8.585042168034219
-2.5468323254775984,10.117588010214844
2.497888670792758,2.414555864575354
5.490776798396073,1.8357978955413354
-1.031303578311234,8.496015909924674
5.336266283684816,2.9284748925112427
4.620459230340368,1.6699899011064565
-9.83002442007632,6.690642640613911
-7.1771093920251205,-5.568125854702
-2.533552215313733,11.156556486810185
-1.68713746305826,10.911079110852269
-9.65134212889614,8.146802831176409
-8.846696894738422,-7.997296054982949
-1.9898511088115778,10.5470250412009
5.310359453469314,0.9013124509005765
-9.577699164095046,8.515422249912277
-8.032959594357015,-8.567453940386656
5.6037579530230115,4.183692685532083
3.0491948531220903,4.761029097166265
1.952079873346559,1.6391736384329585
-5.686271022123925,6.200028882259105
-6.471019883449502,-7.187918064414831
5.058277057116785,3.3747682768871616
-2.298180155850132,8.917573016327928
-2.4846874487938075,9.512284419443771
2.885828477385697,4.332920873511299
-9.629209548330575,7.3575310117268495
4.1610413802196975,1.1103939198976114
4.103915391114054,2.781227482221877
-3.1481593707422526,7.691196334790823
3.2748409658934063,3.3824321344009234
-3.7313254319446956,9.727284558370709
-1.4305167896214546,8.975777658697615
-7.645592591219596,6.065654759589815
-7.329640049147084,-5.622960376413374
1.8447042401054368,4.817343693708492
-8.134887623497116,9.478451592881845
-3.869053764032669,9.760539694225542
2.053696100396952,5.769029862320419
1.6928109346461895,5.836311228834973
2.6310358239885927,3.6043209833486776
-1.9941623558440904,9.52807207911053
-6.684145459597979,-6.978954794515253
-7.663392856737667,-7.570650645592206
