1.846342437715441420e+01,3.833589174559622137e+01
2.437025619077051175e+01,2.095653857188665725e+01
5.279367904328446315e+01,4.612367584722905178e+01
1.981123961697810287e+01,4.287173742976990098e+01
2.006785793584151634e+01,6.314773483970256507e+00
3.509457683883508849e+01,5.343420097942646407e+01
5.512858526640195578e+01,4.069203699623036385e+01
2.462643458843692912e+01,4.290727042033186223e+01
3.448486536207543196e+01,5.670625535083297564e+01
1.092544702794744182e+01,7.959991565040155592e+00
4.986965870353078856e+01,1.241733149017875348e+00
3.977158996670189595e+01,1.954415673276892562e+01
3.982789110206759631e+00,1.931789206447215790e+01
4.411246992026378422e+01,4.947869578634084320e+01
2.264974200074708577e+01,2.352347513296370352e+01
3.263650798865005953e+01,2.096488491002003229e+01
3.708798007149727027e+01,1.819643998081175340e+01
7.066060680684415729e+01,4.106479371872579520e+01
3.671199418455930186e+01,7.623389190055809195e+01
1.720899387532333336e+01,6.651075283789680270e+01
4.484664050053312678e+01,1.796702065395832548e+01
5.351248813480655997e+01,2.846765839545430055e+01
1.404045130735928026e+01,6.385471387632307483e+01
5.440887457686105222e+01,3.866756679515535211e+01
3.067859196950905698e+00,2.226337850741465729e+01
3.572069570668684690e+01,1.322509735406196896e+01
6.720862673499391349e+01,1.814089709423108232e+01
6.201820531890271582e+01,5.991591991747759494e+01
1.917027914431945845e+01,4.016584495031337099e+01
6.748833564694542986e+01,5.851377346686308556e+01
3.355583182262544995e+01,0.000000000000000000e+00
6.850614433173436169e+01,2.826004702161297644e+01
3.952600163328446570e+01,5.376882146319141498e+01
6.844213913959079321e+01,1.946773789928704801e+01
4.519571616335738895e+01,2.595245602828102349e+01
5.446278855220239734e+01,4.529731679545363221e+01
8.774706278872432819e+00,1.213287430405963363e+01
1.948845937135934747e+01,3.024125098992987049e+01
3.891339616003087087e+01,2.711347502656984432e+00
3.997444772278691971e+01,7.119993032312640935e+01
4.052123850635381075e+01,1.869548547513970860e+01
7.311142152169564667e+01,3.744262316948605473e+01
1.680168425631748619e+00,3.254057165817162911e+01
4.809452163580975537e+01,7.213950427194747306e+01
2.555166740564209249e+01,5.039968147884902550e+01
6.920345747013215032e+00,6.146046745467268835e+01
7.236956761894111878e+01,5.122401705001320238e+01
5.543907792802336587e+01,3.932605802645137061e+01
6.782168030332132957e+01,5.732062423215636215e+01
6.997296421986553128e+01,2.180383425935256270e+01
5.489356154800361765e+01,6.849366278430130706e+01
9.164159535787575805e+00,1.048803990728498903e+01
2.343290784287238893e+01,6.875401950606841694e+01
4.320265849993761975e+01,7.404187941631634828e+01
3.020567637544338879e+01,9.829257803202722243e-01
5.554287669220916257e+01,2.839207524565725649e+01
2.019772201628681429e+01,4.362673449268042702e+01
5.088263969598564529e+01,4.994856954085575751e+01
5.738177548087332980e+01,9.681117023248351217e+00
2.837039420951126090e+01,2.191932726387000940e+01
4.968008759119732076e+01,2.981590875767951587e+01
2.148995745039172078e+01,5.008021844292514402e+00
4.755321234765074223e+01,5.187802123581815295e+01
4.680073864115954763e+01,5.404951692138411090e+01
5.154880112791498448e+01,6.550671541650181950e+00
1.602492739811478728e+01,6.361324169953527985e+01
1.672262325021359430e+01,3.115496680852279354e+01
2.342204612972297184e+01,5.130698696732047637e+01
5.696013335702943436e+01,7.737268087611727907e+00
5.243906588704792426e+00,5.446503801445501125e+01
2.717121860425898205e+00,4.281550094995220235e+01
0.000000000000000000e+00,2.777663610284748685e+01
